Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
75,Gorontalo,Cabai Rawit Merah,2022,Maret,"Rp61,877"
76,Sulawesi Barat,Cabai Rawit Merah,2022,Maret,"Rp53,599"
81,Maluku,Cabai Rawit Merah,2022,Maret,"Rp89,973"
82,Maluku Utara,Cabai Rawit Merah,2022,Maret,"Rp86,512"
91,Papua Barat,Cabai Rawit Merah,2022,Maret,"Rp71,552"
94,Papua,Cabai Rawit Merah,2022,Maret,"Rp93,692"
11,Aceh,Daging Sapi Murni,2022,Maret,"Rp149,742"
12,Sumatera Utara,Daging Sapi Murni,2022,Maret,"Rp132,857"
13,Sumatera Barat,Daging Sapi Murni,2022,Maret,"Rp132,071"
14,Riau,Daging Sapi Murni,2022,Maret,"Rp139,725"
15,Jambi,Daging Sapi Murni,2022,Maret,"Rp131,831"
16,Sumatera Selatan,Daging Sapi Murni,2022,Maret,"Rp131,693"
17,Bengkulu,Daging Sapi Murni,2022,Maret,"Rp128,465"
18,Lampung,Daging Sapi Murni,2022,Maret,"Rp131,886"
19,Kepulauan Bangka Belitung,Daging Sapi Murni,2022,Maret,"Rp135,648"
21,Kepulauan Riau,Daging Sapi Murni,2022,Maret,"Rp141,422"
31,DKI Jakarta,Daging Sapi Murni,2022,Maret,"Rp134,273"
32,Jawa Barat,Daging Sapi Murni,2022,Maret,"Rp128,473"
33,Jawa Tengah,Daging Sapi Murni,2022,Maret,"Rp121,223"
34,DI Yogyakarta,Daging Sapi Murni,2022,Maret,"Rp125,480"
35,Jawa Timur,Daging Sapi Murni,2022,Maret,"Rp113,578"
36,Banten,Daging Sapi Murni,2022,Maret,"Rp130,698"
51,Bali,Daging Sapi Murni,2022,Maret,"Rp110,417"
52,Nusa Tenggara Barat,Daging Sapi Murni,2022,Maret,"Rp122,413"
53,Nusa Tenggara Timur,Daging Sapi Murni,2022,Maret,"Rp111,202"
61,Kalimantan Barat,Daging Sapi Murni,2022,Maret,"Rp144,080"
62,Kalimantan Tengah,Daging Sapi Murni,2022,Maret,"Rp139,084"
63,Kalimantan Selatan,Daging Sapi Murni,2022,Maret,"Rp131,903"
64,Kalimantan Timur,Daging Sapi Murni,2022,Maret,"Rp140,392"
65,Kalimantan Utara,Daging Sapi Murni,2022,Maret,"Rp143,292"
71,Sulawesi Utara,Daging Sapi Murni,2022,Maret,"Rp127,244"
72,Sulawesi Tengah,Daging Sapi Murni,2022,Maret,"Rp128,425"
73,Sulawesi Selatan,Daging Sapi Murni,2022,Maret,"Rp119,666"
74,Sulawesi Tenggara,Daging Sapi Murni,2022,Maret,"Rp125,654"
75,Gorontalo,Daging Sapi Murni,2022,Maret,"Rp128,995"
76,Sulawesi Barat,Daging Sapi Murni,2022,Maret,"Rp128,000"
81,Maluku,Daging Sapi Murni,2022,Maret,"Rp112,895"
82,Maluku Utara,Daging Sapi Murni,2022,Maret,"Rp123,694"
91,Papua Barat,Daging Sapi Murni,2022,Maret,"Rp131,144"
94,Papua,Daging Sapi Murni,2022,Maret,"Rp139,831"
11,Aceh,Daging Ayam Ras,2022,Maret,"Rp30,018"
12,Sumatera Utara,Daging Ayam Ras,2022,Maret,"Rp33,172"
13,Sumatera Barat,Daging Ayam Ras,2022,Maret,"Rp31,112"
14,Riau,Daging Ayam Ras,2022,Maret,"Rp33,280"
15,Jambi,Daging Ayam Ras,2022,Maret,"Rp35,696"
16,Sumatera Selatan,Daging Ayam Ras,2022,Maret,"Rp33,544"
17,Bengkulu,Daging Ayam Ras,2022,Maret,"Rp37,631"
18,Lampung,Daging Ayam Ras,2022,Maret,"Rp32,405"
19,Kepulauan Bangka Belitung,Daging Ayam Ras,2022,Maret,"Rp39,698"
21,Kepulauan Riau,Daging Ayam Ras,2022,Maret,"Rp40,157"
31,DKI Jakarta,Daging Ayam Ras,2022,Maret,"Rp36,283"
32,Jawa Barat,Daging Ayam Ras,2022,Maret,"Rp35,426"
33,Jawa Tengah,Daging Ayam Ras,2022,Maret,"Rp34,078"
34,DI Yogyakarta,Daging Ayam Ras,2022,Maret,"Rp33,798"
35,Jawa Timur,Daging Ayam Ras,2022,Maret,"Rp33,496"
36,Banten,Daging Ayam Ras,2022,Maret,"Rp36,954"
51,Bali,Daging Ayam Ras,2022,Maret,"Rp36,093"
52,Nusa Tenggara Barat,Daging Ayam Ras,2022,Maret,"Rp41,938"
53,Nusa Tenggara Timur,Daging Ayam Ras,2022,Maret,"Rp43,068"
61,Kalimantan Barat,Daging Ayam Ras,2022,Maret,"Rp43,957"
62,Kalimantan Tengah,Daging Ayam Ras,2022,Maret,"Rp41,710"
63,Kalimantan Selatan,Daging Ayam Ras,2022,Maret,"Rp33,204"
64,Kalimantan Timur,Daging Ayam Ras,2022,Maret,"Rp40,709"
65,Kalimantan Utara,Daging Ayam Ras,2022,Maret,"Rp45,703"
71,Sulawesi Utara,Daging Ayam Ras,2022,Maret,"Rp38,384"
72,Sulawesi Tengah,Daging Ayam Ras,2022,Maret,"Rp38,716"
73,Sulawesi Selatan,Daging Ayam Ras,2022,Maret,"Rp27,678"
74,Sulawesi Tenggara,Daging Ayam Ras,2022,Maret,"Rp35,594"
75,Gorontalo,Daging Ayam Ras,2022,Maret,"Rp33,513"
76,Sulawesi Barat,Daging Ayam Ras,2022,Maret,"Rp30,224"
81,Maluku,Daging Ayam Ras,2022,Maret,"Rp48,379"
82,Maluku Utara,Daging Ayam Ras,2022,Maret,"Rp46,929"
91,Papua Barat,Daging Ayam Ras,2022,Maret,"Rp49,944"
94,Papua,Daging Ayam Ras,2022,Maret,"Rp43,112"
11,Aceh,Telur Ayam Ras,2022,Maret,"Rp21,216"
12,Sumatera Utara,Telur Ayam Ras,2022,Maret,"Rp24,682"
13,Sumatera Barat,Telur Ayam Ras,2022,Maret,"Rp22,388"
14,Riau,Telur Ayam Ras,2022,Maret,"Rp23,089"
15,Jambi,Telur Ayam Ras,2022,Maret,"Rp23,543"
16,Sumatera Selatan,Telur Ayam Ras,2022,Maret,"Rp22,818"
17,Bengkulu,Telur Ayam Ras,2022,Maret,"Rp21,227"
18,Lampung,Telur Ayam Ras,2022,Maret,"Rp23,470"
19,Kepulauan Bangka Belitung,Telur Ayam Ras,2022,Maret,"Rp26,071"
21,Kepulauan Riau,Telur Ayam Ras,2022,Maret,"Rp25,300"
31,DKI Jakarta,Telur Ayam Ras,2022,Maret,"Rp25,026"
32,Jawa Barat,Telur Ayam Ras,2022,Maret,"Rp24,066"
33,Jawa Tengah,Telur Ayam Ras,2022,Maret,"Rp23,564"
34,DI Yogyakarta,Telur Ayam Ras,2022,Maret,"Rp23,633"
35,Jawa Timur,Telur Ayam Ras,2022,Maret,"Rp22,979"
36,Banten,Telur Ayam Ras,2022,Maret,"Rp23,533"
51,Bali,Telur Ayam Ras,2022,Maret,"Rp22,283"
52,Nusa Tenggara Barat,Telur Ayam Ras,2022,Maret,"Rp23,759"
53,Nusa Tenggara Timur,Telur Ayam Ras,2022,Maret,"Rp27,140"
61,Kalimantan Barat,Telur Ayam Ras,2022,Maret,"Rp25,518"
62,Kalimantan Tengah,Telur Ayam Ras,2022,Maret,"Rp26,270"
63,Kalimantan Selatan,Telur Ayam Ras,2022,Maret,"Rp24,857"
64,Kalimantan Timur,Telur Ayam Ras,2022,Maret,"Rp28,830"
65,Kalimantan Utara,Telur Ayam Ras,2022,Maret,"Rp26,707"
71,Sulawesi Utara,Telur Ayam Ras,2022,Maret,"Rp27,836"
72,Sulawesi Tengah,Telur Ayam Ras,2022,Maret,"Rp26,223"
73,Sulawesi Selatan,Telur Ayam Ras,2022,Maret,"Rp21,248"
74,Sulawesi Tenggara,Telur Ayam Ras,2022,Maret,"Rp24,225"
75,Gorontalo,Telur Ayam Ras,2022,Maret,"Rp25,152"
76,Sulawesi Barat,Telur Ayam Ras,2022,Maret,"Rp20,122"
81,Maluku,Telur Ayam Ras,2022,Maret,"Rp32,843"
82,Maluku Utara,Telur Ayam Ras,2022,Maret,"Rp30,845"
91,Papua Barat,Telur Ayam Ras,2022,Maret,"Rp36,014"
94,Papua,Telur Ayam Ras,2022,Maret,"Rp35,717"
11,Aceh,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,597"
12,Sumatera Utara,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,371"
13,Sumatera Barat,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,547"
14,Riau,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,932"
15,Jambi,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,811"
16,Sumatera Selatan,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,830"
17,Bengkulu,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,064"
18,Lampung,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,181"
19,Kepulauan Bangka Belitung,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,225"
21,Kepulauan Riau,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,226"
31,DKI Jakarta,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,880"
32,Jawa Barat,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,260"
33,Jawa Tengah,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,905"
34,DI Yogyakarta,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,717"
35,Jawa Timur,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,549"
36,Banten,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,783"
51,Bali,Gula Pasir Lokal/Curah,2022,Maret,"Rp13,857"
52,Nusa Tenggara Barat,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,715"
53,Nusa Tenggara Timur,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,061"
61,Kalimantan Barat,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,489"
62,Kalimantan Tengah,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,721"
63,Kalimantan Selatan,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,313"
64,Kalimantan Timur,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,066"
65,Kalimantan Utara,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,001"
71,Sulawesi Utara,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,817"
72,Sulawesi Tengah,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,087"
73,Sulawesi Selatan,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,273"
74,Sulawesi Tenggara,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,677"
75,Gorontalo,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,369"
76,Sulawesi Barat,Gula Pasir Lokal/Curah,2022,Maret,"Rp14,522"
81,Maluku,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,677"
82,Maluku Utara,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,435"
91,Papua Barat,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,249"
94,Papua,Gula Pasir Lokal/Curah,2022,Maret,"Rp15,607"
11,Aceh,Minyak Goreng Kemasan,2022,Maret,"Rp16,461"
12,Sumatera Utara,Minyak Goreng Kemasan,2022,Maret,"Rp19,251"
13,Sumatera Barat,Minyak Goreng Kemasan,2022,Maret,"Rp17,862"
14,Riau,Minyak Goreng Kemasan,2022,Maret,"Rp19,554"
15,Jambi,Minyak Goreng Kemasan,2022,Maret,"Rp18,941"
16,Sumatera Selatan,Minyak Goreng Kemasan,2022,Maret,"Rp21,446"
17,Bengkulu,Minyak Goreng Kemasan,2022,Maret,"Rp21,304"
18,Lampung,Minyak Goreng Kemasan,2022,Maret,"Rp22,007"
19,Kepulauan Bangka Belitung,Minyak Goreng Kemasan,2022,Maret,"Rp18,144"
21,Kepulauan Riau,Minyak Goreng Kemasan,2022,Maret,"Rp19,094"
31,DKI Jakarta,Minyak Goreng Kemasan,2022,Maret,"Rp18,837"
32,Jawa Barat,Minyak Goreng Kemasan,2022,Maret,"Rp19,871"
33,Jawa Tengah,Minyak Goreng Kemasan,2022,Maret,"Rp19,758"
34,DI Yogyakarta,Minyak Goreng Kemasan,2022,Maret,"Rp19,175"
35,Jawa Timur,Minyak Goreng Kemasan,2022,Maret,"Rp19,139"
36,Banten,Minyak Goreng Kemasan,2022,Maret,"Rp18,452"
51,Bali,Minyak Goreng Kemasan,2022,Maret,"Rp18,291"
52,Nusa Tenggara Barat,Minyak Goreng Kemasan,2022,Maret,"Rp21,879"
53,Nusa Tenggara Timur,Minyak Goreng Kemasan,2022,Maret,"Rp21,491"
61,Kalimantan Barat,Minyak Goreng Kemasan,2022,Maret,"Rp22,494"
62,Kalimantan Tengah,Minyak Goreng Kemasan,2022,Maret,"Rp20,685"
63,Kalimantan Selatan,Minyak Goreng Kemasan,2022,Maret,"Rp20,280"
64,Kalimantan Timur,Minyak Goreng Kemasan,2022,Maret,"Rp23,108"
65,Kalimantan Utara,Minyak Goreng Kemasan,2022,Maret,"Rp23,929"
71,Sulawesi Utara,Minyak Goreng Kemasan,2022,Maret,"Rp19,990"
72,Sulawesi Tengah,Minyak Goreng Kemasan,2022,Maret,"Rp21,559"
73,Sulawesi Selatan,Minyak Goreng Kemasan,2022,Maret,"Rp19,427"
74,Sulawesi Tenggara,Minyak Goreng Kemasan,2022,Maret,"Rp23,560"
75,Gorontalo,Minyak Goreng Kemasan,2022,Maret,"Rp20,414"
76,Sulawesi Barat,Minyak Goreng Kemasan,2022,Maret,"Rp20,169"
81,Maluku,Minyak Goreng Kemasan,2022,Maret,"Rp22,620"
82,Maluku Utara,Minyak Goreng Kemasan,2022,Maret,"Rp22,478"
91,Papua Barat,Minyak Goreng Kemasan,2022,Maret,"Rp22,362"
94,Papua,Minyak Goreng Kemasan,2022,Maret,"Rp21,161"
11,Aceh,Beras Premium,2022,April,"Rp11,753"
12,Sumatera Utara,Beras Premium,2022,April,"Rp12,592"
13,Sumatera Barat,Beras Premium,2022,April,"Rp13,359"
14,Riau,Beras Premium,2022,April,"Rp14,620"
15,Jambi,Beras Premium,2022,April,"Rp12,128"
16,Sumatera Selatan,Beras Premium,2022,April,"Rp11,487"
17,Bengkulu,Beras Premium,2022,April,"Rp11,489"
18,Lampung,Beras Premium,2022,April,"Rp11,532"
19,Kepulauan Bangka Belitung,Beras Premium,2022,April,"Rp12,365"
21,Kepulauan Riau,Beras Premium,2022,April,"Rp14,505"
31,DKI Jakarta,Beras Premium,2022,April,"Rp12,341"
32,Jawa Barat,Beras Premium,2022,April,"Rp11,587"
33,Jawa Tengah,Beras Premium,2022,April,"Rp11,491"
34,DI Yogyakarta,Beras Premium,2022,April,"Rp11,212"
35,Jawa Timur,Beras Premium,2022,April,"Rp11,386"
36,Banten,Beras Premium,2022,April,"Rp11,324"
51,Bali,Beras Premium,2022,April,"Rp11,664"
52,Nusa Tenggara Barat,Beras Premium,2022,April,"Rp10,665"
53,Nusa Tenggara Timur,Beras Premium,2022,April,"Rp12,375"
61,Kalimantan Barat,Beras Premium,2022,April,"Rp14,016"
62,Kalimantan Tengah,Beras Premium,2022,April,"Rp14,898"
63,Kalimantan Selatan,Beras Premium,2022,April,"Rp15,005"
64,Kalimantan Timur,Beras Premium,2022,April,"Rp13,349"
65,Kalimantan Utara,Beras Premium,2022,April,"Rp14,050"
71,Sulawesi Utara,Beras Premium,2022,April,"Rp11,916"
72,Sulawesi Tengah,Beras Premium,2022,April,"Rp11,939"
73,Sulawesi Selatan,Beras Premium,2022,April,"Rp11,003"
74,Sulawesi Tenggara,Beras Premium,2022,April,"Rp11,677"
75,Gorontalo,Beras Premium,2022,April,"Rp11,225"
76,Sulawesi Barat,Beras Premium,2022,April,"Rp11,283"
81,Maluku,Beras Premium,2022,April,"Rp14,556"
82,Maluku Utara,Beras Premium,2022,April,"Rp13,978"
91,Papua Barat,Beras Premium,2022,April,"Rp15,453"
94,Papua,Beras Premium,2022,April,"Rp15,285"
11,Aceh,Beras Medium,2022,April,"Rp10,764"
12,Sumatera Utara,Beras Medium,2022,April,"Rp11,190"
13,Sumatera Barat,Beras Medium,2022,April,"Rp12,198"
14,Riau,Beras Medium,2022,April,"Rp12,610"
15,Jambi,Beras Medium,2022,April,"Rp10,261"
16,Sumatera Selatan,Beras Medium,2022,April,"Rp10,159"
17,Bengkulu,Beras Medium,2022,April,"Rp10,247"
18,Lampung,Beras Medium,2022,April,"Rp10,118"
19,Kepulauan Bangka Belitung,Beras Medium,2022,April,"Rp10,250"
21,Kepulauan Riau,Beras Medium,2022,April,"Rp13,268"
31,DKI Jakarta,Beras Medium,2022,April,"Rp10,438"
32,Jawa Barat,Beras Medium,2022,April,"Rp10,154"
33,Jawa Tengah,Beras Medium,2022,April,"Rp10,098"
34,DI Yogyakarta,Beras Medium,2022,April,"Rp9,485"
35,Jawa Timur,Beras Medium,2022,April,"Rp10,063"
36,Banten,Beras Medium,2022,April,"Rp9,989"
51,Bali,Beras Medium,2022,April,"Rp10,446"
52,Nusa Tenggara Barat,Beras Medium,2022,April,"Rp9,685"
53,Nusa Tenggara Timur,Beras Medium,2022,April,"Rp10,792"
61,Kalimantan Barat,Beras Medium,2022,April,"Rp12,269"
62,Kalimantan Tengah,Beras Medium,2022,April,"Rp11,844"
63,Kalimantan Selatan,Beras Medium,2022,April,"Rp11,740"
64,Kalimantan Timur,Beras Medium,2022,April,"Rp11,991"
65,Kalimantan Utara,Beras Medium,2022,April,"Rp12,420"
71,Sulawesi Utara,Beras Medium,2022,April,"Rp10,885"
72,Sulawesi Tengah,Beras Medium,2022,April,"Rp10,435"
73,Sulawesi Selatan,Beras Medium,2022,April,"Rp9,617"
74,Sulawesi Tenggara,Beras Medium,2022,April,"Rp10,422"
75,Gorontalo,Beras Medium,2022,April,"Rp10,289"
76,Sulawesi Barat,Beras Medium,2022,April,"Rp9,696"
81,Maluku,Beras Medium,2022,April,"Rp12,337"
82,Maluku Utara,Beras Medium,2022,April,"Rp12,673"
91,Papua Barat,Beras Medium,2022,April,"Rp13,285"
94,Papua,Beras Medium,2022,April,"Rp13,441"
11,Aceh,Kedelai Biji Kering,2022,April,"Rp13,019"
12,Sumatera Utara,Kedelai Biji Kering,2022,April,"Rp13,290"
13,Sumatera Barat,Kedelai Biji Kering,2022,April,"Rp13,215"
14,Riau,Kedelai Biji Kering,2022,April,"Rp13,513"
15,Jambi,Kedelai Biji Kering,2022,April,"Rp13,068"
16,Sumatera Selatan,Kedelai Biji Kering,2022,April,"Rp13,062"
17,Bengkulu,Kedelai Biji Kering,2022,April,"Rp12,619"
18,Lampung,Kedelai Biji Kering,2022,April,"Rp13,011"
19,Kepulauan Bangka Belitung,Kedelai Biji Kering,2022,April,"Rp13,637"
21,Kepulauan Riau,Kedelai Biji Kering,2022,April,"Rp13,879"
31,DKI Jakarta,Kedelai Biji Kering,2022,April,"Rp13,000"
32,Jawa Barat,Kedelai Biji Kering,2022,April,"Rp13,455"
33,Jawa Tengah,Kedelai Biji Kering,2022,April,"Rp12,764"
34,DI Yogyakarta,Kedelai Biji Kering,2022,April,"Rp12,492"
35,Jawa Timur,Kedelai Biji Kering,2022,April,"Rp12,893"
36,Banten,Kedelai Biji Kering,2022,April,"Rp14,048"
51,Bali,Kedelai Biji Kering,2022,April,"Rp13,018"
52,Nusa Tenggara Barat,Kedelai Biji Kering,2022,April,"Rp14,609"
53,Nusa Tenggara Timur,Kedelai Biji Kering,2022,April,"Rp14,911"
61,Kalimantan Barat,Kedelai Biji Kering,2022,April,"Rp14,632"
62,Kalimantan Tengah,Kedelai Biji Kering,2022,April,"Rp14,574"
63,Kalimantan Selatan,Kedelai Biji Kering,2022,April,"Rp13,534"
64,Kalimantan Timur,Kedelai Biji Kering,2022,April,"Rp13,893"
65,Kalimantan Utara,Kedelai Biji Kering,2022,April,"Rp14,845"
71,Sulawesi Utara,Kedelai Biji Kering,2022,April,"Rp13,869"
72,Sulawesi Tengah,Kedelai Biji Kering,2022,April,"Rp14,467"
73,Sulawesi Selatan,Kedelai Biji Kering,2022,April,"Rp14,336"
74,Sulawesi Tenggara,Kedelai Biji Kering,2022,April,"Rp11,950"
75,Gorontalo,Kedelai Biji Kering,2022,April,-
76,Sulawesi Barat,Kedelai Biji Kering,2022,April,"Rp13,000"
81,Maluku,Kedelai Biji Kering,2022,April,"Rp15,085"
82,Maluku Utara,Kedelai Biji Kering,2022,April,"Rp14,735"
91,Papua Barat,Kedelai Biji Kering,2022,April,"Rp15,092"
94,Papua,Kedelai Biji Kering,2022,April,"Rp15,930"
11,Aceh,Bawang Merah,2022,April,"Rp34,322"
12,Sumatera Utara,Bawang Merah,2022,April,"Rp32,709"
13,Sumatera Barat,Bawang Merah,2022,April,"Rp31,997"
14,Riau,Bawang Merah,2022,April,"Rp34,950"
15,Jambi,Bawang Merah,2022,April,"Rp30,087"
16,Sumatera Selatan,Bawang Merah,2022,April,"Rp34,401"
17,Bengkulu,Bawang Merah,2022,April,"Rp33,728"
18,Lampung,Bawang Merah,2022,April,"Rp32,062"
19,Kepulauan Bangka Belitung,Bawang Merah,2022,April,"Rp39,304"
21,Kepulauan Riau,Bawang Merah,2022,April,"Rp31,822"
31,DKI Jakarta,Bawang Merah,2022,April,"Rp40,788"
32,Jawa Barat,Bawang Merah,2022,April,"Rp32,196"
33,Jawa Tengah,Bawang Merah,2022,April,"Rp30,300"
34,DI Yogyakarta,Bawang Merah,2022,April,"Rp28,638"
35,Jawa Timur,Bawang Merah,2022,April,"Rp27,995"
36,Banten,Bawang Merah,2022,April,"Rp33,683"
51,Bali,Bawang Merah,2022,April,"Rp27,829"
52,Nusa Tenggara Barat,Bawang Merah,2022,April,"Rp29,427"
53,Nusa Tenggara Timur,Bawang Merah,2022,April,"Rp30,927"
61,Kalimantan Barat,Bawang Merah,2022,April,"Rp31,570"
62,Kalimantan Tengah,Bawang Merah,2022,April,"Rp35,574"
63,Kalimantan Selatan,Bawang Merah,2022,April,"Rp29,823"
64,Kalimantan Timur,Bawang Merah,2022,April,"Rp32,923"
65,Kalimantan Utara,Bawang Merah,2022,April,"Rp39,379"
71,Sulawesi Utara,Bawang Merah,2022,April,"Rp37,183"
72,Sulawesi Tengah,Bawang Merah,2022,April,"Rp35,166"
73,Sulawesi Selatan,Bawang Merah,2022,April,"Rp29,235"
74,Sulawesi Tenggara,Bawang Merah,2022,April,"Rp35,273"
75,Gorontalo,Bawang Merah,2022,April,"Rp33,561"
76,Sulawesi Barat,Bawang Merah,2022,April,"Rp29,677"
81,Maluku,Bawang Merah,2022,April,"Rp42,215"
82,Maluku Utara,Bawang Merah,2022,April,"Rp47,287"
91,Papua Barat,Bawang Merah,2022,April,"Rp50,859"
94,Papua,Bawang Merah,2022,April,"Rp51,863"
11,Aceh,Bawang Putih (Bonggol),2022,April,"Rp30,256"
12,Sumatera Utara,Bawang Putih (Bonggol),2022,April,"Rp30,131"
13,Sumatera Barat,Bawang Putih (Bonggol),2022,April,"Rp28,885"
14,Riau,Bawang Putih (Bonggol),2022,April,"Rp29,017"
15,Jambi,Bawang Putih (Bonggol),2022,April,"Rp27,987"
16,Sumatera Selatan,Bawang Putih (Bonggol),2022,April,"Rp29,929"
17,Bengkulu,Bawang Putih (Bonggol),2022,April,"Rp30,122"
18,Lampung,Bawang Putih (Bonggol),2022,April,"Rp28,193"
19,Kepulauan Bangka Belitung,Bawang Putih (Bonggol),2022,April,"Rp31,039"
21,Kepulauan Riau,Bawang Putih (Bonggol),2022,April,"Rp29,154"
31,DKI Jakarta,Bawang Putih (Bonggol),2022,April,"Rp32,897"
32,Jawa Barat,Bawang Putih (Bonggol),2022,April,"Rp29,670"
33,Jawa Tengah,Bawang Putih (Bonggol),2022,April,"Rp27,880"
34,DI Yogyakarta,Bawang Putih (Bonggol),2022,April,"Rp28,366"
35,Jawa Timur,Bawang Putih (Bonggol),2022,April,"Rp25,384"
36,Banten,Bawang Putih (Bonggol),2022,April,"Rp29,764"
51,Bali,Bawang Putih (Bonggol),2022,April,"Rp24,939"
52,Nusa Tenggara Barat,Bawang Putih (Bonggol),2022,April,"Rp29,692"
53,Nusa Tenggara Timur,Bawang Putih (Bonggol),2022,April,"Rp34,549"
61,Kalimantan Barat,Bawang Putih (Bonggol),2022,April,"Rp29,893"
62,Kalimantan Tengah,Bawang Putih (Bonggol),2022,April,"Rp32,850"
63,Kalimantan Selatan,Bawang Putih (Bonggol),2022,April,"Rp28,370"
64,Kalimantan Timur,Bawang Putih (Bonggol),2022,April,"Rp31,979"
65,Kalimantan Utara,Bawang Putih (Bonggol),2022,April,"Rp35,907"
71,Sulawesi Utara,Bawang Putih (Bonggol),2022,April,"Rp36,356"
72,Sulawesi Tengah,Bawang Putih (Bonggol),2022,April,"Rp35,514"
73,Sulawesi Selatan,Bawang Putih (Bonggol),2022,April,"Rp28,263"
74,Sulawesi Tenggara,Bawang Putih (Bonggol),2022,April,"Rp35,160"
75,Gorontalo,Bawang Putih (Bonggol),2022,April,"Rp34,209"
76,Sulawesi Barat,Bawang Putih (Bonggol),2022,April,"Rp29,389"
81,Maluku,Bawang Putih (Bonggol),2022,April,"Rp38,622"
82,Maluku Utara,Bawang Putih (Bonggol),2022,April,"Rp44,886"
91,Papua Barat,Bawang Putih (Bonggol),2022,April,"Rp46,230"
94,Papua,Bawang Putih (Bonggol),2022,April,"Rp43,003"
11,Aceh,Cabai Merah Keriting,2022,April,"Rp40,686"
12,Sumatera Utara,Cabai Merah Keriting,2022,April,"Rp34,895"
13,Sumatera Barat,Cabai Merah Keriting,2022,April,"Rp31,751"
14,Riau,Cabai Merah Keriting,2022,April,"Rp38,175"
15,Jambi,Cabai Merah Keriting,2022,April,"Rp30,558"
16,Sumatera Selatan,Cabai Merah Keriting,2022,April,"Rp40,587"
17,Bengkulu,Cabai Merah Keriting,2022,April,"Rp32,832"
18,Lampung,Cabai Merah Keriting,2022,April,"Rp36,416"
19,Kepulauan Bangka Belitung,Cabai Merah Keriting,2022,April,"Rp46,460"
21,Kepulauan Riau,Cabai Merah Keriting,2022,April,"Rp54,211"
31,DKI Jakarta,Cabai Merah Keriting,2022,April,"Rp45,036"
32,Jawa Barat,Cabai Merah Keriting,2022,April,"Rp40,350"
33,Jawa Tengah,Cabai Merah Keriting,2022,April,"Rp29,382"
34,DI Yogyakarta,Cabai Merah Keriting,2022,April,"Rp28,275"
35,Jawa Timur,Cabai Merah Keriting,2022,April,"Rp32,769"
36,Banten,Cabai Merah Keriting,2022,April,"Rp38,788"
51,Bali,Cabai Merah Keriting,2022,April,"Rp36,000"
52,Nusa Tenggara Barat,Cabai Merah Keriting,2022,April,"Rp36,900"
53,Nusa Tenggara Timur,Cabai Merah Keriting,2022,April,"Rp60,663"
61,Kalimantan Barat,Cabai Merah Keriting,2022,April,"Rp45,672"
62,Kalimantan Tengah,Cabai Merah Keriting,2022,April,"Rp61,661"
63,Kalimantan Selatan,Cabai Merah Keriting,2022,April,"Rp55,373"
64,Kalimantan Timur,Cabai Merah Keriting,2022,April,"Rp55,025"
65,Kalimantan Utara,Cabai Merah Keriting,2022,April,"Rp70,214"
71,Sulawesi Utara,Cabai Merah Keriting,2022,April,"Rp46,747"
72,Sulawesi Tengah,Cabai Merah Keriting,2022,April,"Rp42,034"
73,Sulawesi Selatan,Cabai Merah Keriting,2022,April,"Rp43,359"
74,Sulawesi Tenggara,Cabai Merah Keriting,2022,April,"Rp58,579"
75,Gorontalo,Cabai Merah Keriting,2022,April,"Rp40,273"
76,Sulawesi Barat,Cabai Merah Keriting,2022,April,"Rp49,162"
81,Maluku,Cabai Merah Keriting,2022,April,"Rp68,083"
82,Maluku Utara,Cabai Merah Keriting,2022,April,"Rp65,805"
91,Papua Barat,Cabai Merah Keriting,2022,April,"Rp67,369"
94,Papua,Cabai Merah Keriting,2022,April,"Rp65,432"
