Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
62,Kalimantan Tengah,Bawang Putih (Bonggol),2024,Juli,"Rp40,613"
63,Kalimantan Selatan,Bawang Putih (Bonggol),2024,Juli,"Rp37,476"
64,Kalimantan Timur,Bawang Putih (Bonggol),2024,Juli,"Rp42,000"
65,Kalimantan Utara,Bawang Putih (Bonggol),2024,Juli,"Rp45,456"
71,Sulawesi Utara,Bawang Putih (Bonggol),2024,Juli,"Rp45,975"
72,Sulawesi Tengah,Bawang Putih (Bonggol),2024,Juli,"Rp47,367"
73,Sulawesi Selatan,Bawang Putih (Bonggol),2024,Juli,"Rp40,495"
74,Sulawesi Tenggara,Bawang Putih (Bonggol),2024,Juli,"Rp45,688"
75,Gorontalo,Bawang Putih (Bonggol),2024,Juli,"Rp44,865"
76,Sulawesi Barat,Bawang Putih (Bonggol),2024,Juli,"Rp40,814"
81,Maluku,Bawang Putih (Bonggol),2024,Juli,"Rp48,880"
82,Maluku Utara,Bawang Putih (Bonggol),2024,Juli,"Rp60,285"
92,Papua Barat,Bawang Putih (Bonggol),2024,Juli,"Rp55,634"
91,Papua,Bawang Putih (Bonggol),2024,Juli,"Rp55,233"
96,Papua Barat Daya,Bawang Putih (Bonggol),2024,Juli,"Rp55,183"
93,Papua Selatan,Bawang Putih (Bonggol),2024,Juli,"Rp49,500"
94,Papua Tengah,Bawang Putih (Bonggol),2024,Juli,"Rp69,717"
95,Papua Pegunungan ,Bawang Putih (Bonggol),2024,Juli,"Rp73,750"
11,Aceh,Cabai Merah Keriting,2024,Juli,"Rp41,820"
12,Sumatera Utara,Cabai Merah Keriting,2024,Juli,"Rp37,652"
13,Sumatera Barat,Cabai Merah Keriting,2024,Juli,"Rp44,061"
14,Riau,Cabai Merah Keriting,2024,Juli,"Rp50,755"
15,Jambi,Cabai Merah Keriting,2024,Juli,"Rp37,282"
16,Sumatera Selatan,Cabai Merah Keriting,2024,Juli,"Rp44,603"
17,Bengkulu,Cabai Merah Keriting,2024,Juli,"Rp43,022"
18,Lampung,Cabai Merah Keriting,2024,Juli,"Rp39,237"
19,Kepulauan Bangka Belitung,Cabai Merah Keriting,2024,Juli,"Rp50,578"
21,Kepulauan Riau,Cabai Merah Keriting,2024,Juli,"Rp65,356"
31,DKI Jakarta,Cabai Merah Keriting,2024,Juli,"Rp48,747"
32,Jawa Barat,Cabai Merah Keriting,2024,Juli,"Rp42,046"
33,Jawa Tengah,Cabai Merah Keriting,2024,Juli,"Rp35,724"
34,DI Yogyakarta,Cabai Merah Keriting,2024,Juli,"Rp34,288"
35,Jawa Timur,Cabai Merah Keriting,2024,Juli,"Rp35,371"
36,Banten,Cabai Merah Keriting,2024,Juli,"Rp41,058"
51,Bali,Cabai Merah Keriting,2024,Juli,"Rp38,858"
52,Nusa Tenggara Barat,Cabai Merah Keriting,2024,Juli,"Rp43,995"
53,Nusa Tenggara Timur,Cabai Merah Keriting,2024,Juli,"Rp55,977"
61,Kalimantan Barat,Cabai Merah Keriting,2024,Juli,"Rp62,731"
62,Kalimantan Tengah,Cabai Merah Keriting,2024,Juli,"Rp62,707"
63,Kalimantan Selatan,Cabai Merah Keriting,2024,Juli,"Rp42,261"
64,Kalimantan Timur,Cabai Merah Keriting,2024,Juli,"Rp49,970"
65,Kalimantan Utara,Cabai Merah Keriting,2024,Juli,"Rp77,200"
71,Sulawesi Utara,Cabai Merah Keriting,2024,Juli,"Rp44,573"
72,Sulawesi Tengah,Cabai Merah Keriting,2024,Juli,"Rp50,666"
73,Sulawesi Selatan,Cabai Merah Keriting,2024,Juli,"Rp32,620"
74,Sulawesi Tenggara,Cabai Merah Keriting,2024,Juli,"Rp54,419"
75,Gorontalo,Cabai Merah Keriting,2024,Juli,"Rp45,866"
76,Sulawesi Barat,Cabai Merah Keriting,2024,Juli,"Rp36,315"
81,Maluku,Cabai Merah Keriting,2024,Juli,"Rp68,542"
82,Maluku Utara,Cabai Merah Keriting,2024,Juli,"Rp68,646"
92,Papua Barat,Cabai Merah Keriting,2024,Juli,"Rp82,205"
91,Papua,Cabai Merah Keriting,2024,Juli,"Rp89,943"
96,Papua Barat Daya,Cabai Merah Keriting,2024,Juli,"Rp77,904"
93,Papua Selatan,Cabai Merah Keriting,2024,Juli,"Rp78,833"
94,Papua Tengah,Cabai Merah Keriting,2024,Juli,"Rp93,138"
95,Papua Pegunungan ,Cabai Merah Keriting,2024,Juli,"Rp115,538"
11,Aceh,Cabai Rawit Merah,2024,Juli,"Rp40,000"
12,Sumatera Utara,Cabai Rawit Merah,2024,Juli,"Rp50,605"
13,Sumatera Barat,Cabai Rawit Merah,2024,Juli,"Rp53,732"
14,Riau,Cabai Rawit Merah,2024,Juli,"Rp65,629"
15,Jambi,Cabai Rawit Merah,2024,Juli,"Rp58,649"
16,Sumatera Selatan,Cabai Rawit Merah,2024,Juli,"Rp55,333"
17,Bengkulu,Cabai Rawit Merah,2024,Juli,"Rp59,116"
18,Lampung,Cabai Rawit Merah,2024,Juli,"Rp50,125"
19,Kepulauan Bangka Belitung,Cabai Rawit Merah,2024,Juli,"Rp74,321"
21,Kepulauan Riau,Cabai Rawit Merah,2024,Juli,"Rp73,022"
31,DKI Jakarta,Cabai Rawit Merah,2024,Juli,"Rp61,137"
32,Jawa Barat,Cabai Rawit Merah,2024,Juli,"Rp57,357"
33,Jawa Tengah,Cabai Rawit Merah,2024,Juli,"Rp53,207"
34,DI Yogyakarta,Cabai Rawit Merah,2024,Juli,"Rp54,736"
35,Jawa Timur,Cabai Rawit Merah,2024,Juli,"Rp53,613"
36,Banten,Cabai Rawit Merah,2024,Juli,"Rp58,948"
51,Bali,Cabai Rawit Merah,2024,Juli,"Rp57,521"
52,Nusa Tenggara Barat,Cabai Rawit Merah,2024,Juli,"Rp54,644"
53,Nusa Tenggara Timur,Cabai Rawit Merah,2024,Juli,"Rp46,497"
61,Kalimantan Barat,Cabai Rawit Merah,2024,Juli,"Rp79,066"
62,Kalimantan Tengah,Cabai Rawit Merah,2024,Juli,"Rp74,430"
63,Kalimantan Selatan,Cabai Rawit Merah,2024,Juli,"Rp59,628"
64,Kalimantan Timur,Cabai Rawit Merah,2024,Juli,"Rp62,872"
65,Kalimantan Utara,Cabai Rawit Merah,2024,Juli,"Rp91,237"
71,Sulawesi Utara,Cabai Rawit Merah,2024,Juli,"Rp50,178"
72,Sulawesi Tengah,Cabai Rawit Merah,2024,Juli,"Rp60,967"
73,Sulawesi Selatan,Cabai Rawit Merah,2024,Juli,"Rp41,918"
74,Sulawesi Tenggara,Cabai Rawit Merah,2024,Juli,"Rp55,360"
75,Gorontalo,Cabai Rawit Merah,2024,Juli,"Rp48,479"
76,Sulawesi Barat,Cabai Rawit Merah,2024,Juli,"Rp47,892"
81,Maluku,Cabai Rawit Merah,2024,Juli,"Rp70,409"
82,Maluku Utara,Cabai Rawit Merah,2024,Juli,"Rp77,804"
92,Papua Barat,Cabai Rawit Merah,2024,Juli,"Rp88,543"
91,Papua,Cabai Rawit Merah,2024,Juli,"Rp86,985"
96,Papua Barat Daya,Cabai Rawit Merah,2024,Juli,"Rp87,209"
93,Papua Selatan,Cabai Rawit Merah,2024,Juli,"Rp82,167"
94,Papua Tengah,Cabai Rawit Merah,2024,Juli,"Rp119,192"
95,Papua Pegunungan ,Cabai Rawit Merah,2024,Juli,"Rp118,472"
11,Aceh,Daging Sapi Murni,2024,Juli,"Rp153,923"
12,Sumatera Utara,Daging Sapi Murni,2024,Juli,"Rp135,512"
13,Sumatera Barat,Daging Sapi Murni,2024,Juli,"Rp144,068"
14,Riau,Daging Sapi Murni,2024,Juli,"Rp145,226"
15,Jambi,Daging Sapi Murni,2024,Juli,"Rp137,242"
16,Sumatera Selatan,Daging Sapi Murni,2024,Juli,"Rp135,881"
17,Bengkulu,Daging Sapi Murni,2024,Juli,"Rp136,460"
18,Lampung,Daging Sapi Murni,2024,Juli,"Rp133,061"
19,Kepulauan Bangka Belitung,Daging Sapi Murni,2024,Juli,"Rp142,015"
21,Kepulauan Riau,Daging Sapi Murni,2024,Juli,"Rp154,556"
31,DKI Jakarta,Daging Sapi Murni,2024,Juli,"Rp136,926"
32,Jawa Barat,Daging Sapi Murni,2024,Juli,"Rp133,390"
33,Jawa Tengah,Daging Sapi Murni,2024,Juli,"Rp129,998"
34,DI Yogyakarta,Daging Sapi Murni,2024,Juli,"Rp135,803"
35,Jawa Timur,Daging Sapi Murni,2024,Juli,"Rp117,822"
36,Banten,Daging Sapi Murni,2024,Juli,"Rp134,608"
51,Bali,Daging Sapi Murni,2024,Juli,"Rp114,377"
52,Nusa Tenggara Barat,Daging Sapi Murni,2024,Juli,"Rp121,929"
53,Nusa Tenggara Timur,Daging Sapi Murni,2024,Juli,"Rp114,951"
61,Kalimantan Barat,Daging Sapi Murni,2024,Juli,"Rp156,257"
62,Kalimantan Tengah,Daging Sapi Murni,2024,Juli,"Rp157,464"
63,Kalimantan Selatan,Daging Sapi Murni,2024,Juli,"Rp156,138"
64,Kalimantan Timur,Daging Sapi Murni,2024,Juli,"Rp156,216"
65,Kalimantan Utara,Daging Sapi Murni,2024,Juli,"Rp158,803"
71,Sulawesi Utara,Daging Sapi Murni,2024,Juli,"Rp133,927"
72,Sulawesi Tengah,Daging Sapi Murni,2024,Juli,"Rp134,286"
73,Sulawesi Selatan,Daging Sapi Murni,2024,Juli,"Rp126,249"
74,Sulawesi Tenggara,Daging Sapi Murni,2024,Juli,"Rp135,540"
75,Gorontalo,Daging Sapi Murni,2024,Juli,"Rp132,414"
76,Sulawesi Barat,Daging Sapi Murni,2024,Juli,"Rp126,155"
81,Maluku,Daging Sapi Murni,2024,Juli,"Rp120,820"
82,Maluku Utara,Daging Sapi Murni,2024,Juli,"Rp133,509"
92,Papua Barat,Daging Sapi Murni,2024,Juli,"Rp130,468"
91,Papua,Daging Sapi Murni,2024,Juli,"Rp147,149"
96,Papua Barat Daya,Daging Sapi Murni,2024,Juli,"Rp149,635"
93,Papua Selatan,Daging Sapi Murni,2024,Juli,"Rp144,000"
94,Papua Tengah,Daging Sapi Murni,2024,Juli,"Rp160,230"
95,Papua Pegunungan ,Daging Sapi Murni,2024,Juli,"Rp172,421"
11,Aceh,Daging Ayam Ras,2024,Juli,"Rp30,952"
12,Sumatera Utara,Daging Ayam Ras,2024,Juli,"Rp31,414"
13,Sumatera Barat,Daging Ayam Ras,2024,Juli,"Rp34,676"
14,Riau,Daging Ayam Ras,2024,Juli,"Rp29,356"
15,Jambi,Daging Ayam Ras,2024,Juli,"Rp31,904"
16,Sumatera Selatan,Daging Ayam Ras,2024,Juli,"Rp32,896"
17,Bengkulu,Daging Ayam Ras,2024,Juli,"Rp33,908"
18,Lampung,Daging Ayam Ras,2024,Juli,"Rp35,649"
19,Kepulauan Bangka Belitung,Daging Ayam Ras,2024,Juli,"Rp34,679"
21,Kepulauan Riau,Daging Ayam Ras,2024,Juli,"Rp41,262"
31,DKI Jakarta,Daging Ayam Ras,2024,Juli,"Rp37,647"
32,Jawa Barat,Daging Ayam Ras,2024,Juli,"Rp37,059"
33,Jawa Tengah,Daging Ayam Ras,2024,Juli,"Rp36,079"
34,DI Yogyakarta,Daging Ayam Ras,2024,Juli,"Rp34,794"
35,Jawa Timur,Daging Ayam Ras,2024,Juli,"Rp33,900"
36,Banten,Daging Ayam Ras,2024,Juli,"Rp37,547"
51,Bali,Daging Ayam Ras,2024,Juli,"Rp39,645"
52,Nusa Tenggara Barat,Daging Ayam Ras,2024,Juli,"Rp39,374"
53,Nusa Tenggara Timur,Daging Ayam Ras,2024,Juli,"Rp43,370"
61,Kalimantan Barat,Daging Ayam Ras,2024,Juli,"Rp41,870"
62,Kalimantan Tengah,Daging Ayam Ras,2024,Juli,"Rp39,977"
63,Kalimantan Selatan,Daging Ayam Ras,2024,Juli,"Rp33,354"
64,Kalimantan Timur,Daging Ayam Ras,2024,Juli,"Rp40,231"
65,Kalimantan Utara,Daging Ayam Ras,2024,Juli,"Rp47,958"
71,Sulawesi Utara,Daging Ayam Ras,2024,Juli,"Rp37,352"
72,Sulawesi Tengah,Daging Ayam Ras,2024,Juli,"Rp34,091"
73,Sulawesi Selatan,Daging Ayam Ras,2024,Juli,"Rp26,532"
74,Sulawesi Tenggara,Daging Ayam Ras,2024,Juli,"Rp33,139"
75,Gorontalo,Daging Ayam Ras,2024,Juli,"Rp34,113"
76,Sulawesi Barat,Daging Ayam Ras,2024,Juli,"Rp33,421"
81,Maluku,Daging Ayam Ras,2024,Juli,"Rp48,634"
82,Maluku Utara,Daging Ayam Ras,2024,Juli,"Rp47,302"
92,Papua Barat,Daging Ayam Ras,2024,Juli,"Rp51,767"
91,Papua,Daging Ayam Ras,2024,Juli,"Rp44,413"
96,Papua Barat Daya,Daging Ayam Ras,2024,Juli,"Rp48,579"
93,Papua Selatan,Daging Ayam Ras,2024,Juli,"Rp47,000"
94,Papua Tengah,Daging Ayam Ras,2024,Juli,"Rp48,856"
95,Papua Pegunungan ,Daging Ayam Ras,2024,Juli,"Rp64,503"
11,Aceh,Telur Ayam Ras,2024,Juli,"Rp26,072"
12,Sumatera Utara,Telur Ayam Ras,2024,Juli,"Rp27,711"
13,Sumatera Barat,Telur Ayam Ras,2024,Juli,"Rp28,889"
14,Riau,Telur Ayam Ras,2024,Juli,"Rp27,869"
15,Jambi,Telur Ayam Ras,2024,Juli,"Rp27,897"
16,Sumatera Selatan,Telur Ayam Ras,2024,Juli,"Rp27,386"
17,Bengkulu,Telur Ayam Ras,2024,Juli,"Rp26,928"
18,Lampung,Telur Ayam Ras,2024,Juli,"Rp28,874"
19,Kepulauan Bangka Belitung,Telur Ayam Ras,2024,Juli,"Rp30,410"
21,Kepulauan Riau,Telur Ayam Ras,2024,Juli,"Rp32,107"
31,DKI Jakarta,Telur Ayam Ras,2024,Juli,"Rp28,763"
32,Jawa Barat,Telur Ayam Ras,2024,Juli,"Rp27,939"
33,Jawa Tengah,Telur Ayam Ras,2024,Juli,"Rp27,151"
34,DI Yogyakarta,Telur Ayam Ras,2024,Juli,"Rp26,695"
35,Jawa Timur,Telur Ayam Ras,2024,Juli,"Rp26,625"
36,Banten,Telur Ayam Ras,2024,Juli,"Rp27,836"
51,Bali,Telur Ayam Ras,2024,Juli,"Rp27,394"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Juli,"Rp31,820"
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Juli,"Rp31,361"
61,Kalimantan Barat,Telur Ayam Ras,2024,Juli,"Rp31,892"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Juli,"Rp32,181"
63,Kalimantan Selatan,Telur Ayam Ras,2024,Juli,"Rp30,610"
64,Kalimantan Timur,Telur Ayam Ras,2024,Juli,"Rp32,192"
65,Kalimantan Utara,Telur Ayam Ras,2024,Juli,"Rp34,888"
71,Sulawesi Utara,Telur Ayam Ras,2024,Juli,"Rp31,919"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Juli,"Rp28,773"
73,Sulawesi Selatan,Telur Ayam Ras,2024,Juli,"Rp25,142"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Juli,"Rp30,229"
75,Gorontalo,Telur Ayam Ras,2024,Juli,"Rp32,320"
76,Sulawesi Barat,Telur Ayam Ras,2024,Juli,"Rp27,504"
81,Maluku,Telur Ayam Ras,2024,Juli,"Rp37,475"
82,Maluku Utara,Telur Ayam Ras,2024,Juli,"Rp35,549"
92,Papua Barat,Telur Ayam Ras,2024,Juli,"Rp43,335"
91,Papua,Telur Ayam Ras,2024,Juli,"Rp37,166"
96,Papua Barat Daya,Telur Ayam Ras,2024,Juli,"Rp40,821"
93,Papua Selatan,Telur Ayam Ras,2024,Juli,"Rp57,333"
94,Papua Tengah,Telur Ayam Ras,2024,Juli,"Rp45,687"
95,Papua Pegunungan ,Telur Ayam Ras,2024,Juli,"Rp56,180"
11,Aceh,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,178"
12,Sumatera Utara,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,863"
13,Sumatera Barat,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,000"
14,Riau,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,597"
15,Jambi,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,524"
16,Sumatera Selatan,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,565"
17,Bengkulu,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,803"
18,Lampung,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,675"
19,Kepulauan Bangka Belitung,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,570"
21,Kepulauan Riau,Gula Pasir Lokal/Curah,2024,Juli,"Rp16,648"
31,DKI Jakarta,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,592"
32,Jawa Barat,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,800"
33,Jawa Tengah,Gula Pasir Lokal/Curah,2024,Juli,"Rp16,984"
34,DI Yogyakarta,Gula Pasir Lokal/Curah,2024,Juli,"Rp16,911"
35,Jawa Timur,Gula Pasir Lokal/Curah,2024,Juli,"Rp16,668"
36,Banten,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,749"
51,Bali,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,474"
52,Nusa Tenggara Barat,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,917"
53,Nusa Tenggara Timur,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,807"
61,Kalimantan Barat,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,955"
62,Kalimantan Tengah,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,999"
63,Kalimantan Selatan,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,337"
64,Kalimantan Timur,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,388"
65,Kalimantan Utara,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,877"
71,Sulawesi Utara,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,613"
72,Sulawesi Tengah,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,801"
73,Sulawesi Selatan,Gula Pasir Lokal/Curah,2024,Juli,"Rp17,865"
74,Sulawesi Tenggara,Gula Pasir Lokal/Curah,2024,Juli,"Rp19,167"
75,Gorontalo,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,561"
76,Sulawesi Barat,Gula Pasir Lokal/Curah,2024,Juli,"Rp18,397"
81,Maluku,Gula Pasir Lokal/Curah,2024,Juli,"Rp19,631"
82,Maluku Utara,Gula Pasir Lokal/Curah,2024,Juli,"Rp19,702"
92,Papua Barat,Gula Pasir Lokal/Curah,2024,Juli,"Rp20,120"
91,Papua,Gula Pasir Lokal/Curah,2024,Juli,"Rp19,901"
96,Papua Barat Daya,Gula Pasir Lokal/Curah,2024,Juli,"Rp19,567"
93,Papua Selatan,Gula Pasir Lokal/Curah,2024,Juli,"Rp21,467"
94,Papua Tengah,Gula Pasir Lokal/Curah,2024,Juli,"Rp27,611"
95,Papua Pegunungan ,Gula Pasir Lokal/Curah,2024,Juli,"Rp30,265"
11,Aceh,Minyak Goreng Kemasan,2024,Juli,"Rp18,620"
12,Sumatera Utara,Minyak Goreng Kemasan,2024,Juli,"Rp18,022"
13,Sumatera Barat,Minyak Goreng Kemasan,2024,Juli,"Rp17,644"
14,Riau,Minyak Goreng Kemasan,2024,Juli,"Rp17,255"
15,Jambi,Minyak Goreng Kemasan,2024,Juli,"Rp15,909"
16,Sumatera Selatan,Minyak Goreng Kemasan,2024,Juli,"Rp17,049"
17,Bengkulu,Minyak Goreng Kemasan,2024,Juli,"Rp17,116"
18,Lampung,Minyak Goreng Kemasan,2024,Juli,"Rp16,787"
19,Kepulauan Bangka Belitung,Minyak Goreng Kemasan,2024,Juli,"Rp15,841"
21,Kepulauan Riau,Minyak Goreng Kemasan,2024,Juli,"Rp17,212"
31,DKI Jakarta,Minyak Goreng Kemasan,2024,Juli,"Rp17,950"
32,Jawa Barat,Minyak Goreng Kemasan,2024,Juli,"Rp17,398"
33,Jawa Tengah,Minyak Goreng Kemasan,2024,Juli,"Rp16,979"
34,DI Yogyakarta,Minyak Goreng Kemasan,2024,Juli,"Rp15,962"
35,Jawa Timur,Minyak Goreng Kemasan,2024,Juli,"Rp16,598"
36,Banten,Minyak Goreng Kemasan,2024,Juli,"Rp16,978"
51,Bali,Minyak Goreng Kemasan,2024,Juli,"Rp17,715"
52,Nusa Tenggara Barat,Minyak Goreng Kemasan,2024,Juli,"Rp18,422"
53,Nusa Tenggara Timur,Minyak Goreng Kemasan,2024,Juli,"Rp19,452"
61,Kalimantan Barat,Minyak Goreng Kemasan,2024,Juli,"Rp18,553"
62,Kalimantan Tengah,Minyak Goreng Kemasan,2024,Juli,"Rp17,457"
63,Kalimantan Selatan,Minyak Goreng Kemasan,2024,Juli,"Rp17,505"
64,Kalimantan Timur,Minyak Goreng Kemasan,2024,Juli,"Rp19,856"
65,Kalimantan Utara,Minyak Goreng Kemasan,2024,Juli,"Rp18,551"
71,Sulawesi Utara,Minyak Goreng Kemasan,2024,Juli,"Rp17,405"
72,Sulawesi Tengah,Minyak Goreng Kemasan,2024,Juli,"Rp19,241"
73,Sulawesi Selatan,Minyak Goreng Kemasan,2024,Juli,"Rp17,497"
74,Sulawesi Tenggara,Minyak Goreng Kemasan,2024,Juli,"Rp20,091"
75,Gorontalo,Minyak Goreng Kemasan,2024,Juli,"Rp19,432"
76,Sulawesi Barat,Minyak Goreng Kemasan,2024,Juli,"Rp18,747"
81,Maluku,Minyak Goreng Kemasan,2024,Juli,"Rp19,802"
82,Maluku Utara,Minyak Goreng Kemasan,2024,Juli,"Rp21,280"
92,Papua Barat,Minyak Goreng Kemasan,2024,Juli,"Rp23,709"
91,Papua,Minyak Goreng Kemasan,2024,Juli,"Rp20,143"
96,Papua Barat Daya,Minyak Goreng Kemasan,2024,Juli,"Rp21,132"
93,Papua Selatan,Minyak Goreng Kemasan,2024,Juli,"Rp26,733"
94,Papua Tengah,Minyak Goreng Kemasan,2024,Juli,"Rp30,026"
95,Papua Pegunungan ,Minyak Goreng Kemasan,2024,Juli,"Rp33,154"
11,Aceh,Minyak Goreng Curah,2024,Juli,"Rp15,328"
12,Sumatera Utara,Minyak Goreng Curah,2024,Juli,"Rp16,339"
13,Sumatera Barat,Minyak Goreng Curah,2024,Juli,"Rp14,905"
14,Riau,Minyak Goreng Curah,2024,Juli,"Rp16,158"
15,Jambi,Minyak Goreng Curah,2024,Juli,"Rp14,855"
16,Sumatera Selatan,Minyak Goreng Curah,2024,Juli,"Rp15,437"
17,Bengkulu,Minyak Goreng Curah,2024,Juli,"Rp15,883"
18,Lampung,Minyak Goreng Curah,2024,Juli,"Rp15,420"
19,Kepulauan Bangka Belitung,Minyak Goreng Curah,2024,Juli,"Rp14,483"
21,Kepulauan Riau,Minyak Goreng Curah,2024,Juli,"Rp14,546"
31,DKI Jakarta,Minyak Goreng Curah,2024,Juli,"Rp16,537"
32,Jawa Barat,Minyak Goreng Curah,2024,Juli,"Rp16,438"
33,Jawa Tengah,Minyak Goreng Curah,2024,Juli,"Rp15,850"
34,DI Yogyakarta,Minyak Goreng Curah,2024,Juli,"Rp16,202"
35,Jawa Timur,Minyak Goreng Curah,2024,Juli,"Rp15,831"
36,Banten,Minyak Goreng Curah,2024,Juli,"Rp15,289"
51,Bali,Minyak Goreng Curah,2024,Juli,"Rp15,856"
52,Nusa Tenggara Barat,Minyak Goreng Curah,2024,Juli,"Rp17,333"
53,Nusa Tenggara Timur,Minyak Goreng Curah,2024,Juli,"Rp17,534"
61,Kalimantan Barat,Minyak Goreng Curah,2024,Juli,"Rp16,190"
62,Kalimantan Tengah,Minyak Goreng Curah,2024,Juli,"Rp14,962"
63,Kalimantan Selatan,Minyak Goreng Curah,2024,Juli,"Rp15,451"
64,Kalimantan Timur,Minyak Goreng Curah,2024,Juli,"Rp16,096"
65,Kalimantan Utara,Minyak Goreng Curah,2024,Juli,"Rp17,200"
71,Sulawesi Utara,Minyak Goreng Curah,2024,Juli,"Rp17,089"
72,Sulawesi Tengah,Minyak Goreng Curah,2024,Juli,"Rp17,360"
73,Sulawesi Selatan,Minyak Goreng Curah,2024,Juli,"Rp15,566"
74,Sulawesi Tenggara,Minyak Goreng Curah,2024,Juli,"Rp16,420"
75,Gorontalo,Minyak Goreng Curah,2024,Juli,"Rp17,182"
76,Sulawesi Barat,Minyak Goreng Curah,2024,Juli,"Rp15,417"
81,Maluku,Minyak Goreng Curah,2024,Juli,"Rp16,720"
82,Maluku Utara,Minyak Goreng Curah,2024,Juli,"Rp22,000"
92,Papua Barat,Minyak Goreng Curah,2024,Juli,"Rp19,184"
91,Papua,Minyak Goreng Curah,2024,Juli,"Rp18,991"
96,Papua Barat Daya,Minyak Goreng Curah,2024,Juli,"Rp17,881"
93,Papua Selatan,Minyak Goreng Curah,2024,Juli,"Rp20,267"
94,Papua Tengah,Minyak Goreng Curah,2024,Juli,-
95,Papua Pegunungan ,Minyak Goreng Curah,2024,Juli,"Rp19,429"
11,Aceh,Tepung Terigu Curah,2024,Juli,"Rp10,820"
12,Sumatera Utara,Tepung Terigu Curah,2024,Juli,"Rp10,885"
13,Sumatera Barat,Tepung Terigu Curah,2024,Juli,"Rp10,052"
14,Riau,Tepung Terigu Curah,2024,Juli,"Rp10,811"
15,Jambi,Tepung Terigu Curah,2024,Juli,"Rp10,336"
16,Sumatera Selatan,Tepung Terigu Curah,2024,Juli,"Rp9,071"
17,Bengkulu,Tepung Terigu Curah,2024,Juli,"Rp10,839"
18,Lampung,Tepung Terigu Curah,2024,Juli,"Rp10,940"
19,Kepulauan Bangka Belitung,Tepung Terigu Curah,2024,Juli,"Rp10,549"
21,Kepulauan Riau,Tepung Terigu Curah,2024,Juli,"Rp10,623"
31,DKI Jakarta,Tepung Terigu Curah,2024,Juli,"Rp10,226"
32,Jawa Barat,Tepung Terigu Curah,2024,Juli,"Rp10,122"
33,Jawa Tengah,Tepung Terigu Curah,2024,Juli,"Rp9,402"
34,DI Yogyakarta,Tepung Terigu Curah,2024,Juli,"Rp8,889"
35,Jawa Timur,Tepung Terigu Curah,2024,Juli,"Rp9,605"
36,Banten,Tepung Terigu Curah,2024,Juli,"Rp10,211"
51,Bali,Tepung Terigu Curah,2024,Juli,"Rp10,753"
52,Nusa Tenggara Barat,Tepung Terigu Curah,2024,Juli,"Rp9,529"
53,Nusa Tenggara Timur,Tepung Terigu Curah,2024,Juli,"Rp10,821"
61,Kalimantan Barat,Tepung Terigu Curah,2024,Juli,"Rp11,600"
62,Kalimantan Tengah,Tepung Terigu Curah,2024,Juli,"Rp10,475"
63,Kalimantan Selatan,Tepung Terigu Curah,2024,Juli,"Rp9,589"
64,Kalimantan Timur,Tepung Terigu Curah,2024,Juli,"Rp10,295"
65,Kalimantan Utara,Tepung Terigu Curah,2024,Juli,"Rp11,152"
71,Sulawesi Utara,Tepung Terigu Curah,2024,Juli,"Rp11,041"
72,Sulawesi Tengah,Tepung Terigu Curah,2024,Juli,"Rp10,433"
73,Sulawesi Selatan,Tepung Terigu Curah,2024,Juli,"Rp9,319"
74,Sulawesi Tenggara,Tepung Terigu Curah,2024,Juli,"Rp9,657"
75,Gorontalo,Tepung Terigu Curah,2024,Juli,"Rp10,171"
76,Sulawesi Barat,Tepung Terigu Curah,2024,Juli,"Rp9,526"
81,Maluku,Tepung Terigu Curah,2024,Juli,"Rp12,618"
82,Maluku Utara,Tepung Terigu Curah,2024,Juli,"Rp12,568"
92,Papua Barat,Tepung Terigu Curah,2024,Juli,"Rp13,460"
91,Papua,Tepung Terigu Curah,2024,Juli,"Rp12,502"
